  1.0000000e+003,  1.4171967e-006,
  1.0625000e+003,  1.4104974e-006,
  1.1250000e+003,  1.3887080e-006,
  1.1875000e+003,  1.3691071e-006,
  1.2500000e+003,  1.3700340e-006,
  1.3125000e+003,  1.3793394e-006,
  1.3750000e+003,  1.3626351e-006,
  1.4375000e+003,  1.3370518e-006,
  1.5000000e+003,  1.3235447e-006,
  1.5625000e+003,  1.3137263e-006,
  1.6250000e+003,  1.3022169e-006,
  1.6875000e+003,  1.2951843e-006,
  1.7500000e+003,  1.2881891e-006,
  1.8125000e+003,  1.2916817e-006,
  1.8750000e+003,  1.2890618e-006,
  1.9375000e+003,  1.2648598e-006,
  2.0000000e+003,  1.2319053e-006,
  2.0625000e+003,  1.2235950e-006,
  2.1250000e+003,  1.2377563e-006,
  2.1875000e+003,  1.2486965e-006,
  2.2500000e+003,  1.2486965e-006,
  2.3125000e+003,  1.2186354e-006,
  2.3750000e+003,  1.1925224e-006,
  2.4375000e+003,  1.1868852e-006,
  2.5000000e+003,  1.1844774e-006,
  2.5625000e+003,  1.1567454e-006,
  2.6250000e+003,  1.1327249e-006,
  2.6875000e+003,  1.1350276e-006,
  2.7500000e+003,  1.1365654e-006,
  2.8125000e+003,  1.1174936e-006,
  2.8750000e+003,  1.1047078e-006,
  2.9375000e+003,  1.0994857e-006,
  3.0000000e+003,  1.0766547e-006,
  3.0625000e+003,  1.0679446e-006,
  3.1250000e+003,  1.0715652e-006,
  3.1875000e+003,  1.0593051e-006,
  3.2500000e+003,  1.0585882e-006,
  3.3125000e+003,  1.0535841e-006,
  3.3750000e+003,  1.0331038e-006,
  3.4375000e+003,  1.0233598e-006,
  3.5000000e+003,  1.0150808e-006,
  3.5625000e+003,  1.0021094e-006,
  3.6250000e+003,  9.9737231e-007,
  3.6875000e+003,  9.8063618e-007,
  3.7500000e+003,  9.8130030e-007,
  3.8125000e+003,  9.8329491e-007,
  3.8750000e+003,  9.7864695e-007,
  3.9375000e+003,  9.9198601e-007,
  4.0000000e+003,  9.9872345e-007,
  4.0625000e+003,  9.7402075e-007,
  4.1250000e+003,  9.4479877e-007,
  4.1875000e+003,  9.4928617e-007,
  4.2500000e+003,  9.6287669e-007,
  4.3125000e+003,  9.6876035e-007,
  4.3750000e+003,  9.7138710e-007,
  4.4375000e+003,  9.5185991e-007,
  4.5000000e+003,  9.2957394e-007,
  4.5625000e+003,  9.1893840e-007,
  4.6250000e+003,  9.1459445e-007,
  4.6875000e+003,  9.1645368e-007,
  4.7500000e+003,  9.0229607e-007,
  4.8125000e+003,  8.8415797e-007,
  4.8750000e+003,  8.7167853e-007,
  4.9375000e+003,  8.7285939e-007,
  5.0000000e+003,  8.8715533e-007,
  5.0625000e+003,  8.8535574e-007,
  5.1250000e+003,  8.8595513e-007,
  5.1875000e+003,  8.8715533e-007,
  5.2500000e+003,  8.6814552e-007,
  5.3125000e+003,  8.5300035e-007,
  5.3750000e+003,  8.6287274e-007,
  5.4375000e+003,  8.6228878e-007,
