  0.0000000e+000,  6.1132163e-003,
  2.5000000e+002,  4.1731898e-003,
  5.0000000e+002,  1.2281627e-003,
  7.5000000e+002,  1.3112028e-004,
  1.0000000e+003,  5.7961088e-005,
  1.2500000e+003,  5.5541311e-005,
  1.5000000e+003,  5.4980227e-005,
  1.7500000e+003,  5.9390858e-005,
  2.0000000e+003,  6.9067849e-005,
  2.2500000e+003,  8.7059313e-005,
  2.5000000e+003,  1.1359187e-004,
  2.7500000e+003,  1.4405633e-004,
  3.0000000e+003,  1.7518261e-004,
  3.2500000e+003,  2.0552709e-004,
  3.5000000e+003,  2.3043622e-004,
  3.7500000e+003,  2.5129247e-004,
  4.0000000e+003,  3.0250220e-004,
  4.2500000e+003,  3.3778968e-004,
  4.5000000e+003,  2.9742614e-004,
  4.7500000e+003,  2.7329542e-004,
  5.0000000e+003,  2.7515160e-004,
  5.2500000e+003,  2.7720800e-004,
  5.5000000e+003,  2.7814782e-004,
  5.7500000e+003,  2.7422197e-004,
  6.0000000e+003,  2.6581497e-004,
  6.2500000e+003,  2.5836429e-004,
  6.5000000e+003,  2.5523542e-004,
  6.7500000e+003,  2.5558118e-004,
  7.0000000e+003,  2.5351353e-004,
  7.2500000e+003,  2.4178143e-004,
  7.5000000e+003,  2.3580115e-004,
  7.7500000e+003,  2.3389351e-004,
  8.0000000e+003,  2.2810833e-004,
  8.2500000e+003,  2.2081592e-004,
  8.5000000e+003,  2.1564589e-004,
  8.7500000e+003,  2.1303439e-004,
  9.0000000e+003,  2.0511013e-004,
  9.2500000e+003,  1.9311826e-004,
  9.5000000e+003,  1.8568332e-004,
  9.7500000e+003,  1.7805184e-004,
  1.0000000e+004,  1.6764194e-004,
  1.0250000e+004,  1.5720093e-004,
  1.0500000e+004,  1.4811033e-004,
  1.0750000e+004,  1.3711096e-004,
  1.1000000e+004,  1.2988359e-004,
  1.1250000e+004,  1.2187668e-004,
  1.1500000e+004,  1.1343820e-004,
  1.1750000e+004,  1.0848183e-004,
  1.2000000e+004,  1.0304217e-004,
  1.2250000e+004,  9.8273561e-005,
  1.2500000e+004,  9.3219494e-005,
  1.2750000e+004,  8.8245940e-005,
  1.3000000e+004,  8.4447421e-005,
  1.3250000e+004,  8.0976687e-005,
  1.3500000e+004,  7.7753780e-005,
  1.3750000e+004,  7.6293969e-005,
  1.4000000e+004,  7.2615621e-005,
  1.4250000e+004,  6.9961878e-005,
  1.4500000e+004,  6.8787910e-005,
  1.4750000e+004,  6.7679436e-005,
  1.5000000e+004,  6.5294422e-005,
  1.5250000e+004,  6.4155326e-005,
  1.5500000e+004,  6.4329273e-005,
  1.5750000e+004,  6.3249813e-005,
  1.6000000e+004,  6.2441556e-005,
  1.6250000e+004,  6.1685375e-005,
  1.6500000e+004,  6.1435351e-005,
  1.6750000e+004,  5.9996960e-005,
  1.7000000e+004,  5.9915792e-005,
  1.7250000e+004,  5.9150140e-005,
  1.7500000e+004,  5.9431072e-005,
  1.7750000e+004,  5.9834727e-005,
  1.8000000e+004,  5.9230271e-005,
  1.8250000e+004,  6.0568229e-005,
  1.8500000e+004,  5.9390858e-005,
  1.8750000e+004,  5.8592240e-005,
  1.9000000e+004,  5.7453286e-005,
  1.9250000e+004,  5.7143003e-005,
  1.9500000e+004,  5.7220415e-005,
  1.9750000e+004,  5.7531118e-005,
  2.0000000e+004,  5.7804367e-005,
  2.0250000e+004,  5.7375559e-005,
  2.0500000e+004,  5.7414409e-005,
  2.0750000e+004,  5.7570073e-005,
  2.1000000e+004,  5.7027082e-005,
  2.1250000e+004,  5.7492189e-005,
  2.1500000e+004,  5.9030147e-005,
  2.1750000e+004,  5.7843507e-005,
  2.2000000e+004,  5.5994300e-005,
  2.2250000e+004,  5.6450982e-005,
  2.2500000e+004,  5.6757507e-005,
  2.2750000e+004,  5.7297931e-005,
  2.3000000e+004,  5.7843507e-005,
  2.3250000e+004,  5.7961088e-005,
  2.3500000e+004,  5.7882674e-005,
  2.3750000e+004,  5.7687098e-005,
  2.4000000e+004,  5.7104337e-005,
  2.4250000e+004,  5.6222180e-005,
  2.4500000e+004,  5.6872880e-005,
  2.4750000e+004,  5.7687098e-005,
  2.5000000e+004,  5.8196973e-005,
  2.5250000e+004,  5.7570073e-005,
  2.5500000e+004,  5.7687098e-005,
  2.5750000e+004,  5.7687098e-005,
  2.6000000e+004,  5.6489207e-005,
  2.6250000e+004,  5.5956410e-005,
  2.6500000e+004,  5.6336465e-005,
  2.6750000e+004,  5.6222180e-005,
  2.7000000e+004,  5.4683300e-005,
