56.60 , 57.55 , 61.33 , 57.32 
56.57 , 57.22 , 61.26 , 57.07 
56.39 , 57.42 , 61.13 , 57.06 
56.39 , 57.40 , 61.08 , 56.99
56.49 , 57.27 , 61.21 , 57.08 
56.31 , 57.25 , 61.22 , 57.02 
56.31 , 57.60 , 61.05 , 57.09 
56.43 , 57.33 , 61.05 , 57.03 
56.63 , 57.31 , 61.23 , 57.00 
56.33 , 57.31 , 61.02 , 56.89 
